,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time signature,genre
2o4HR5C4w4ywfPrG5rLYJy,0.625,0.79,-6.242,0.0335,0.089,0.0,0.271,0.709,123.042,1,1,4,alt dance
3WLLJzllBEgPiSA0qd3BN3,0.669,0.667,-3.0,0.0511,0.00769,0.0,0.0983,0.69,128.103,4,1,4,alt dance
5n0CTysih20NYdT2S0Wpe8,0.47,0.623,-5.655,0.0302,0.392,0.000439,0.0992,0.298,77.861,0,1,4,alt dance
4EAoAeIwUUvevkPLvhwTpx,0.746,0.839,-4.156,0.0298,0.0046,9.31e-05,0.0897,0.757,121.923,9,0,4,alt dance
49SL9f1Kz73p0bzsNPTY4l,0.47,0.474,-9.406,0.0262,0.0643,0.0,0.0645,0.241,170.173,5,1,4,alt dance
4HSzQXLeBD9fV6U4RVDHg9,0.553,0.843,-4.664,0.0298,0.000168,0.25,0.335,0.67,112.967,11,0,4,alt dance
7ctPMo3kUyL7yFCHpCA9zP,0.629,0.495,-8.915,0.0263,0.000202,1.58e-05,0.111,0.232,108.016,1,1,4,alt dance
18HtrVceFUqG9aukMZN2et,0.465,0.896,-3.126,0.0795,0.00725,0.0,0.206,0.569,181.014,2,1,4,alt dance
0Vwfd6fxFrL3kCnZSJ9vid,0.74,0.716,-5.796,0.0609,0.207,3.51e-06,0.0926,0.804,117.977,6,0,4,alt dance
5wU6jk9kxYzFGUpeE6T2Q5,0.581,0.747,-7.207,0.0303,0.00202,0.000449,0.109,0.325,132.195,0,1,4,alt dance
6kcHg7XL6SKyPNd78daRBL,0.67,0.843,-4.311,0.0454,0.0392,0.0,0.225,0.713,117.01,1,1,4,alt dance
48O6kz322Dzu1R6Al5147q,0.553,0.837,-5.608,0.0452,0.00941,0.0,0.372,0.432,140.495,6,1,4,alt dance
2l8oYAbS7A7jm8rbXYMBp4,0.538,0.918,-5.451,0.0389,0.003,4.87e-05,0.153,0.416,122.727,1,1,4,alt dance
6bsYM7B72YM9IaLdPBAu7I,0.716,0.91,-3.492,0.12,0.15,0.0,0.0796,0.686,129.962,5,1,4,alt dance
5Rv9soDcRUFPwdbRPBSfq1,0.65,0.231,-9.133,0.196,0.732,0.0,0.127,0.367,71.432,2,1,5,alt dance
4zjFqN9fXAw91GNgJOCYX6,0.494,0.841,-4.784,0.0838,0.00579,0.0,0.122,0.567,162.013,7,1,4,alt rock
1B241LRKmK6qDDTZfUajmm,0.446,0.91,-4.481,0.0652,0.000254,9.76e-05,0.077,0.325,133.053,7,0,4,alt dance
2ltFfapWGIxSzPRu3UH3b9,0.506,0.658,-5.76,0.038,0.0359,0.0,0.0484,0.708,152.141,10,1,4,alt dance
5eLpZ8zv4yncE0RFZlRpD2,0.601,0.862,-6.192,0.0396,0.0138,0.0,0.168,0.861,100.004,0,1,4,alt dance
3d8y0t70g7hw2FOWl9Z4Fm,0.664,0.573,-6.519,0.0277,0.613,0.000363,0.0857,0.566,76.023,5,1,4,alt dance
0kYUrLVQOfx21xuXu7OGrT,0.557,0.728,-6.181,0.0405,0.00156,5.13e-06,0.118,0.216,118.241,6,1,4,alt dance
2oq2dbjW3sxOY0BscMWd7Q,0.52,0.873,-5.365,0.0572,9.13e-05,1.96e-06,0.226,0.52,140.027,2,1,4,alt dance
41d2Q6DHcM20OdzynkRtvf,0.662,0.837,-5.015,0.0582,0.0623,0.0,0.0931,0.613,136.998,8,1,4,alt dance
6c9dbTilLbD6tcAZPdmmZ1,0.554,0.798,-4.881,0.0341,0.124,0.000137,0.169,0.633,103.286,9,1,4,alt dance
5kD9T7GForh8LnRz5ClbL8,0.634,0.886,-3.466,0.0517,0.0291,0.0,0.342,0.922,161.933,2,1,4,alt dance
5dhQCqONiQji7k4RkhIcjq,0.653,0.774,-6.366,0.0341,0.00132,6.98e-06,0.0835,0.611,109.997,11,1,4,alt dance
685zlleGxc9sPJea7jUoMW,0.44,0.801,-6.426,0.0988,0.00299,9.8e-05,0.0851,0.45,160.025,10,0,4,alt dance
0fyP6Cjol39W7MYWywLigF,0.596,0.888,-3.585,0.0378,0.000875,0.0,0.0861,0.727,102.016,11,1,4,alt dance
60Ih7J2Q1o9shvMC2OAALu,0.399,0.838,-6.679,0.102,0.00127,0.0,0.576,0.747,116.911,4,1,4,alt dance
5bzEbVQ4Sky60GXgr5UI89,0.616,0.466,-9.518,0.0495,0.215,0.0,0.169,0.308,82.466,0,1,4,alt dance
2T4oNTmPYTZTdIzeFdNNez,0.724,0.703,-4.049,0.171,0.228,0.0,0.0852,0.866,99.629,5,0,4,alt dance
0yjGTI0ycljjKCXMlt4u8p,0.579,0.835,-4.985,0.0349,0.176,0.0,0.15,0.588,129.2,3,1,4,alt dance
4ieV3pNsZanLH5Ajg6Dj5w,0.716,0.882,-3.816,0.0364,0.27,0.0,0.211,0.774,134.855,9,1,4,alt dance
5QanhxGCM2Hh09IE24Ux88,0.493,0.75,-5.365,0.0457,0.435,0.0,0.0905,0.545,187.081,2,0,4,alt dance
6szw2Y2ywtth0oc7ODN3Tz,0.497,0.882,-5.621,0.0412,0.00151,7.11e-06,0.139,0.922,76.481,8,1,4,alt dance
3ReFBi6pcCj7IOeb2bsMgV,0.598,0.756,-5.775,0.0394,0.00106,0.088,0.414,0.611,135.048,2,1,4,alt dance
4MzGM692jKGkNSQ7qzeTaJ,0.609,0.674,-6.506,0.0355,0.00378,0.000302,0.129,0.743,127.541,9,0,4,alt dance
4sebUbjqbcgDSwG6PbSGI0,0.44,0.778,-1.786,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,1,0,4,alt dance
7BHPGtpuuWWsvE7cCaMuEU,0.391,0.808,-6.209,0.0892,0.0759,0.0,0.149,0.737,100.304,8,0,4,alt dance
1KlDcHrlDPUJJPmMup3tUp,0.803,0.548,-7.103,0.12,0.351,0.0,0.0953,0.75,121.942,0,1,4,alt dance
15IYFI3Mm58gOH7dLmKI3w,0.519,0.981,-3.473,0.0726,0.00136,0.000155,0.0903,0.773,130.039,1,0,4,alt dance
4C5h4wBpxB1KKsglKI5zVW,0.439,0.945,-2.21,0.138,0.00677,0.0,0.166,0.455,161.954,1,1,4,alt dance
5JbwOWa24d54dVVl3YnmN9,0.555,0.687,-5.765,0.0734,0.000194,0.000353,0.579,0.806,123.294,1,1,4,alt dance
6GIrIt2M39wEGwjCQjGChX,0.423,0.94,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,1,0,4,alt dance
3kb38wezoUA8ki5jPYy3t5,0.597,0.786,-4.248,0.0419,0.00345,0.0,0.0909,0.666,99.888,5,1,4,alt dance
4yYvWFUWMaKMXtoJKJnmZk,0.627,0.959,-4.744,0.0298,0.316,0.00576,0.112,0.397,109.981,7,1,4,alt dance
2MVwrvjmcdt4MsYYLCYMt8,0.504,0.705,-6.179,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,6,0,4,alt dance
6eGopKq3yJdP8VO0P6n07Q,0.723,0.737,-6.709,0.0456,0.0149,0.00232,0.652,0.696,130.91,11,0,4,alt dance
7zWj09xkFgA9tcV6YhfU6q,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,1,0,4,alt dance
4GuzyfGbR2y4L65ONTw1dk,0.596,0.903,-4.589,0.103,0.0537,3.57e-06,0.157,0.569,123.051,7,1,4,alt dance
3xgK660fsZH7ZDcOMfIdfB,0.389,0.748,-4.461,0.0805,0.000821,0.00058,0.358,0.216,78.056,2,1,4,alt dance
0ImkGucv1ID5EkuhslttfD,0.559,0.612,-5.714,0.0304,0.0327,5.47e-06,0.143,0.407,117.91,2,1,3,alt dance
12qZHAeOyTf93YAWvGDTat,0.442,0.893,-4.878,0.0505,0.00844,0.0,0.529,0.712,148.119,0,1,4,alt dance
1lmCfK7YeWDkjMozM6IIWx,0.51,0.752,-6.692,0.0377,0.00977,0.0,0.184,0.496,125.666,11,1,4,alt dance
0EfsDEYaSjGYd66Pr881nq,0.581,0.656,-4.891,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,4,0,4,alt dance
6ooluO7DiEhI1zmK94nRCM,0.278,0.676,-8.821,0.0371,0.000423,0.000899,0.136,0.494,104.545,9,1,4,alt dance
3skn2lauGk7Dx6bVIt5DVj,0.55,0.874,-4.046,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,4,1,4,alt dance
1k0EG7xCPZhJYWS5ZrtCVG,0.493,0.693,-3.944,0.0318,0.681,0.0,0.0955,0.277,117.583,1,0,4,alt dance
4prEPl61C8qZpeo3IkYSMl,0.568,0.719,-5.406,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,8,1,4,alt dance
1i8IX4Afg6v9RDcBZ5ahtu,0.51,0.844,-5.458,0.0324,0.000399,0.000197,0.342,0.582,154.028,6,0,4,alt dance
5meDwNuFMKlbFC7Jjhsihh,0.568,0.791,-5.513,0.0385,0.000993,2.53e-06,0.254,0.628,110.963,0,1,4,alt dance
0GO8y8jQk1PkHzS31d699N,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,0.371,112.96,3,1,4,alt rock
4Kd9FixAoD47GSBwEJUWJP,0.592,0.843,-4.98,0.0305,0.0156,4.18e-06,0.0962,0.667,133.521,0,1,4,alt dance
3HYXqOAm2Q8b2OyYqzv8d4,0.71,0.827,-5.244,0.032,0.0437,1.28e-05,0.0896,0.833,110.003,0,1,4,alt dance
7JVfDagtyWy9bYsaf37H9K,0.617,0.672,-6.274,0.0603,0.593,1.31e-05,0.106,0.361,79.979,6,1,4,alt dance
0Eh9z0MbDBbJHPryerkmyg,0.53,0.886,-3.191,0.0468,0.0018,0.0,0.36,0.631,143.06,11,1,4,alt dance
6W53MFrQy14PYfXHUfirSA,0.527,0.869,-4.723,0.0348,0.0169,4.35e-06,0.236,0.854,132.996,6,1,4,alt dance
4gTwPFGhIIlYtlo59jbVUB,0.646,0.85,-5.145,0.043,0.028,7.21e-05,0.281,0.518,116.999,7,1,4,alt dance
2B55L2WZAtg3EGnGnpgRXQ,0.709,0.568,-8.307,0.135,0.145,0.0,0.13,0.617,158.003,0,1,4,alt dance
1jdNcAD8Ir58RlsdGjJJdx,0.685,0.474,-9.105,0.0313,0.779,1.23e-06,0.149,0.36,79.991,0,1,4,alt dance
4IUnMDrG4u0Z4sQRElWIzj,0.535,0.403,-11.637,0.0274,0.281,0.0214,0.0798,0.308,113.655,3,0,4,alt dance
3omXshBamrREltcf24gYDC,0.468,0.692,-4.015,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,2,1,4,alt rock
6HsxdG3tR3aI5upCvmUY2h,0.533,0.808,-3.8,0.0321,0.000504,0.000554,0.167,0.443,105.02,8,1,4,alt dance
1MSM3Fo2fvnwVqMcz8Jhjq,0.381,0.844,-7.123,0.144,0.0131,0.0,0.318,0.239,194.0,5,1,4,alt dance
29I7JEDrPkAOBFGSWktzmf,0.321,0.652,-7.898,0.0352,0.377,0.0743,0.0639,0.316,120.495,3,1,4,alt dance
15twB7zTglmu0Bg8gW4Mrm,0.596,0.555,-11.689,0.0374,0.617,0.0395,0.275,0.235,115.019,0,1,4,alt dance
2g2a5kDeZexbUTD8abcvm6,0.62,0.93,-3.685,0.0374,0.00043,0.0,0.0686,0.609,106.22,1,1,4,alt dance
469HZprCsbFMD9LomtRXUW,0.496,0.691,-7.021,0.0344,0.00504,2.5e-05,0.313,0.369,122.877,9,1,4,alt dance
6fLDBnJDWsXwtFSxTC0I9N,0.323,0.976,-1.598,0.129,0.69,0.000211,0.794,0.396,95.883,0,1,4,alt dance
7nXwHkKTVmxI3rzLnhEbRQ,0.607,0.926,-2.615,0.0331,0.00705,0.00109,0.132,0.497,108.0,1,1,4,alt dance
6Dgwrz8RW57y4lDYBemRqq,0.607,0.701,-5.085,0.0692,0.31,0.0,0.054,0.655,157.938,8,1,4,alt dance
6l7BdU6oZPXFBDqJCPArxO,0.761,0.737,-10.682,0.0621,0.163,0.0,0.139,0.797,108.015,5,1,4,alt dance
2IO7yf562c1zLzpanal1DT,0.731,0.58,-7.328,0.0399,0.223,0.0,0.129,0.319,119.997,10,0,4,alt dance
0tCJ4iU48j9B6xMjXx35Ht,0.328,0.867,-5.53,0.0812,0.00548,4.33e-06,0.103,0.336,145.25,4,1,4,alt dance
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,10,1,4,alt rock
7Dgt0TvvmEnKMRBoU8GF3C,0.512,0.915,-4.855,0.134,0.126,6.75e-05,0.375,0.383,150.038,7,1,4,alt dance
1PIKRngjDgmRDrFo72YBNM,0.425,0.803,-4.817,0.0542,6e-05,0.0039,0.0945,0.424,172.048,5,1,4,alt dance
03WmeqPnjaBnm4lfwm8v8z,0.401,0.85,-2.956,0.0383,0.00369,0.0,0.149,0.375,78.045,0,1,4,alt dance
5TJw2vQXPiSm0ufcZWFMtv,0.535,0.875,-3.166,0.0717,0.00328,0.0,0.181,0.343,120.045,9,1,4,alt dance
7brQHA2CgQpcMBiOlfiXYb,0.464,0.701,-5.693,0.0411,0.00892,0.309,0.335,0.356,83.996,6,0,4,alt dance
4c9WmjVlQMr0s1IjbYO52Z,0.639,0.744,-8.377,0.0368,0.0319,0.000458,0.466,0.825,128.047,6,0,4,alt dance
7cXTeKWKBt9IPEado3XGpk,0.749,0.714,-5.055,0.199,0.102,0.00794,0.173,0.782,96.515,4,1,4,alt dance
1eyzqe2QqGZUmfcPZtrIyt,0.526,0.712,-6.525,0.0356,0.0161,0.0,0.179,0.32,105.009,11,0,4,alt dance
0gsS52gryEpMWKqlAotgFm,0.388,0.782,-4.015,0.0328,0.000722,1.94e-05,0.0772,0.448,104.435,10,1,4,alt dance
20uVZbYFKshjrdDHcVy9w9,0.511,0.696,-5.157,0.0421,0.0272,0.000249,0.0875,0.788,164.614,6,0,4,alt dance
6golelYKuy85o3u0cxIxFK,0.547,0.635,-5.569,0.137,0.0127,5.01e-06,0.0585,0.525,113.678,2,1,4,alt dance
33rOTAUrmU6RTu3WsJLp5Q,0.492,0.876,-3.118,0.0308,0.122,0.027,0.257,0.342,140.931,1,1,4,alt dance
6ZrlXT6mUMEgomN128iekU,0.642,0.808,-6.406,0.0463,0.0383,0.00829,0.547,0.273,97.565,0,1,4,alt dance
0m8z88MqUfbstTIUMK2wfZ,0.434,0.68,-4.84,0.0322,0.000525,0.0243,0.211,0.403,156.941,8,1,4,alt dance
0c2yZp1tTYAUiKraMdS8Yg,0.56,0.731,-6.121,0.0281,0.0475,0.0,0.282,0.401,99.981,2,1,4,alt dance
5IhDbkr7TIy9trIOnW8cv1,0.604,0.902,-1.912,0.0386,0.00754,0.0,0.62,0.525,130.029,4,1,3,alt dance
13b32GfUIo3BV93C8KtEdj,0.535,0.929,-4.223,0.0958,0.0056,0.0,0.0925,0.649,146.068,8,1,4,alt dance
6MN1LOvNCr8VTpYUjX1I0K,0.351,0.599,-7.853,0.0381,0.0188,9.14e-06,0.577,0.039,113.93,0,1,4,alt dance
0EtmQkll3nptix7h7LFh3c,0.629,0.956,-4.993,0.0525,0.0121,0.000132,0.198,0.687,125.039,10,0,4,alt dance
5fiyviDoU4xFamdy6PELEx,0.438,0.84,-4.358,0.144,0.000952,0.0,0.0985,0.297,159.921,11,1,4,alt dance
7fMWqGoA1n1W4JJMAso2KP,0.747,0.938,-3.668,0.109,0.00218,0.0,0.0468,0.55,104.974,6,0,4,alt dance
37OjMlwuUVWWmVKrV8CiUQ,0.498,0.702,-7.833,0.0401,0.0193,3.68e-06,0.0669,0.542,79.3,0,1,4,alt dance
6s8PRmROPJHlqZmu9Bbviz,0.431,0.836,-4.428,0.0395,0.0322,2.34e-05,0.105,0.75,74.473,5,1,4,alt dance
0f4Yjd0WbvPD3vqzhqvjH0,0.453,0.929,-3.996,0.0428,0.00482,1e-05,0.0927,0.653,76.484,11,1,4,alt dance
1wj1ZUNAYSXFxSJvrijiXJ,0.703,0.651,-6.391,0.0987,0.0947,0.0,0.0968,0.528,122.038,0,1,4,alt dance
1RgiH5ucgoEWDKmGyA5drQ,0.602,0.371,-11.575,0.0322,0.23,0.0,0.0887,0.211,120.01,9,0,4,alt dance
02YNRmgwYWSREcyRuIlrlw,0.659,0.683,-3.427,0.0639,0.000436,0.00226,0.0647,0.755,140.0,9,0,4,alt dance
6csTnH1LpOgW9HP3gb695i,0.567,0.725,-3.66,0.0473,0.128,0.0,0.1,0.592,90.941,4,1,4,alt dance
3bfjqyR6okZEbSDX7LnRAI,0.617,0.963,-3.728,0.0387,0.0051,0.0,0.0747,0.79,132.059,0,1,4,alt dance
5O1vzOLIP36yzUrxWfdk97,0.517,0.732,-5.169,0.0252,0.194,0.0,0.181,0.576,96.215,9,1,1,alt dance
7DkHzcJfyBEKsjKTUwB0LU,0.624,0.799,-5.473,0.0337,0.00032,2.97e-05,0.163,0.837,125.034,6,0,4,alt dance
5Vac8co5QPblcdlWbHSFsE,0.349,0.919,-4.124,0.0838,0.00415,0.0,0.26,0.294,166.916,7,1,4,alt dance
0VPCvHmj1y9PIKmDcwKyoG,0.652,0.581,-7.675,0.028,0.462,2.76e-05,0.0797,0.38,102.982,0,0,4,alt dance
5VrQtf7PVUmprxvDL1n4eU,0.641,0.527,-6.697,0.0256,0.243,2.51e-05,0.25,0.485,130.018,0,1,3,alt dance
6o5sSlAsvLcPdrK7HFxXp3,0.691,0.73,-7.844,0.0303,0.235,0.0,0.145,0.667,107.967,4,1,4,alt dance
5FOOriyU1GC6XNxE8LV96F,0.844,0.522,-8.329,0.0568,0.552,0.821,0.174,0.853,104.059,8,1,4,alt dance
62HKzsgCNrGnQSgE8L39jL,0.321,0.749,-6.718,0.0306,0.375,0.0055,0.332,0.365,171.614,2,1,4,alt dance
2n0U2OG5d6TuW5mKx7YrC0,0.546,0.5,-8.881,0.0379,0.802,0.00108,0.107,0.449,150.92,0,1,4,alt dance
3PEP5BEWafelzOJrFMOr0g,0.482,0.728,-8.459,0.0284,0.687,2.17e-05,0.328,0.717,85.227,9,0,4,alt dance
65iST2TrtQvGheEct32vBy,0.692,0.934,-6.067,0.0346,0.000103,0.000845,0.0601,0.824,127.993,0,0,4,alt dance
2Pcu30ruwZeVCM7IkbuXDN,0.481,0.908,-4.619,0.101,0.103,0.0,0.297,0.474,166.032,1,1,4,alt dance
6cQSR4chKDTFhlCT2MuNwq,0.448,0.814,-4.601,0.0337,0.00145,0.0,0.104,0.523,161.93,1,0,4,alt dance
5johpJIVjqU2Ki03DOA7Jr,0.292,0.933,-4.371,0.064,0.000221,9.86e-06,0.473,0.296,202.012,9,1,4,alt dance
01nkjRsgpYwtbH94l7y4cg,0.501,0.877,-6.369,0.0484,0.137,0.0,0.309,0.268,96.993,6,1,4,alt dance
0KZps5gQKMxWtYMLwcnpzd,0.56,0.865,-4.446,0.0653,0.0633,0.0,0.33,0.754,157.008,9,0,4,alt dance
6fe0gEcwf4JWDptV11PhHw,0.709,0.679,-4.27,0.0308,0.021,0.0,0.116,0.373,105.0,4,1,4,alt dance
1JURww012QnWAw0zZXi6Aa,0.571,0.89,-1.6,0.0395,0.00509,0.0,0.0769,0.751,110.958,9,1,4,alt dance
4GMCZUi6cVQJ5wPWwJ36rW,0.381,0.961,-3.614,0.0869,0.000949,0.000294,0.0531,0.787,156.062,1,1,4,alt dance
6BLLQndvA0rLbLcIZmuuEJ,0.64,0.884,-2.609,0.0428,0.0226,0.0,0.187,0.573,124.968,6,1,4,alt dance
0Ygh4C0JrJQSnjyw97a6zS,0.612,0.938,-3.65,0.0581,0.00362,3.74e-05,0.175,0.282,132.029,9,1,4,alt dance
19Js5ypV6JKn4DMExHQbGc,0.728,0.801,-3.636,0.0752,0.00349,0.000195,0.0907,0.813,119.989,4,1,4,alt dance
4m9NfjevXsDVaLtM1kj0Sx,0.631,0.793,-4.086,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,1,0,4,alt dance
3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837,10,0,4,alt dance
0MSC5BYWcNhcBNNYORXZyj,0.66,0.799,-4.644,0.0995,0.106,0.0,0.154,0.475,125.966,8,1,4,alt dance
3gNGi2iUGHXGpBQHce6Nua,0.467,0.988,-3.313,0.112,0.000152,0.0484,0.28,0.321,130.435,11,1,4,alt dance
1dDqMDMNHNbVz7F3dS9VVm,0.538,0.889,-3.586,0.0596,0.00702,0.0,0.312,0.695,133.044,7,1,4,alt dance
3LI4MmibTkXH5cGpCGZgyw,0.617,0.84,-4.063,0.0512,0.36,8.85e-05,0.179,0.57,94.676,4,1,4,alt dance
7ewT0nLFkMD8ONbRibePr9,0.55,0.938,-3.556,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,11,0,4,alt dance
6cZSRZJfYKvNzUo8ZNUy81,0.467,0.848,-3.063,0.0716,0.0617,0.0,0.29,0.674,170.036,9,0,4,alt dance
4QIAVbGpeb5RdAGW66kY2h,0.62,0.961,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.448,11,0,4,alt dance
3twNvmDtFQtAd5gMKedhLD,0.502,0.972,-3.96,0.0793,6.78e-05,0.000702,0.0627,0.729,138.019,10,0,4,alt dance
3Q7jFW6nxqhwbUctqqthSa,0.631,0.891,-4.202,0.0998,0.00368,0.00124,0.157,0.677,119.96,0,1,4,alt dance
3k2Zv2luPZHpxfFjGpr4Mm,0.578,0.859,-6.893,0.0527,0.0124,1.93e-06,0.184,0.807,83.012,0,1,4,alt dance
5XkVQZWvsVwedk0Jv54SVH,0.536,0.932,-4.11,0.0436,0.00483,2.02e-05,0.105,0.755,121.004,8,1,4,alt dance
1ejjdxSSIYBaWavDfSdcTq,0.427,0.737,-4.124,0.0475,0.228,0.0,0.377,0.653,116.976,4,0,4,alt dance
2v8X6L6j0kbUPXDZwtXvXU,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,2,1,4,alt dance
3ctoHckjyd13eBi2IDw2Ip,0.75,0.462,-7.664,0.0779,0.00576,0.545,0.307,0.309,123.865,0,1,4,alt dance
4eYKxZTC1YYyGiSTHZne7m,0.629,0.824,-5.56,0.075,0.138,0.0,0.135,0.613,166.998,7,0,4,alt dance
7ax0KTiQf6EWa59S3iQwHI,0.444,0.711,-5.106,0.0327,0.0119,0.0,0.34,0.371,86.976,0,0,4,alt dance
2LlvrdnLa3XbB1b4jYuCnl,0.288,0.758,-5.692,0.0371,0.00616,0.0,0.303,0.619,97.094,6,0,4,alt dance
1wYJnu1hMrYMNrkXKTVrYd,0.718,0.691,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008,4,1,4,alt dance
2zyz614fJRrqQXW1q0sY1c,0.662,0.911,-4.985,0.0531,0.00395,0.00125,0.473,0.898,108.025,11,1,4,alt dance
7v1b3qExlTFrpFWrtcnUpE,0.432,0.656,-6.889,0.0419,0.0618,6.01e-05,0.391,0.171,130.276,7,1,4,alt dance
2dZNgClWlCwg3KyYnSciz0,0.757,0.749,-9.912,0.0336,0.369,1.35e-06,0.101,0.893,132.013,5,1,4,alt dance
43vzBZY7thRmxIgJqKm7XI,0.493,0.746,-4.27,0.0586,0.133,0.0,0.36,0.485,184.146,0,1,4,alt dance
6wfFIoPB1sx0P2fgTQs6i5,0.529,0.953,-4.413,0.0845,0.00928,0.0,0.379,0.801,83.951,7,1,4,alt dance
59I0zuP419NgfZu9wY3mS0,0.457,0.688,-4.979,0.0548,0.0533,0.0,0.0329,0.878,80.143,0,1,4,alt dance
3mNNTzGAkl98KtA0Sa9aqr,0.74,0.518,-7.441,0.0274,0.153,8.8e-05,0.123,0.734,92.01,0,1,4,alt dance
6COAJpQ2HEZqiBpvYUOZp0,0.733,0.172,-18.66,0.0548,0.0376,0.0,0.0977,0.46,121.987,7,1,4,alt dance
3YQXkAqmNFWfUFlL3HgMbS,0.516,0.672,-4.491,0.238,0.00734,1.21e-06,0.155,0.297,86.001,1,0,4,alt dance
6ej9jEXBeQI7PTbx68KHfi,0.538,0.538,-6.601,0.164,0.302,0.0,0.121,0.389,153.958,0,0,4,alt dance
2ACs0dJwkSsvNZvEbvFurK,0.378,0.665,-7.386,0.0428,0.00461,0.000118,0.0575,0.431,169.981,7,1,4,alt dance
3FvV3j98xtcylQF1drDc9j,0.501,0.328,-8.329,0.0255,0.612,0.0,0.15,0.263,73.326,0,1,4,alt dance
6sCBKf30NI6GkizQduAk2b,0.5,0.819,-2.607,0.0382,0.005,0.000349,0.136,0.346,75.07,7,0,4,alt dance
3ZmZO6dd4wP86czWncpRh0,0.613,0.769,-6.004,0.0314,0.425,0.0,0.09,0.46,95.019,3,1,4,alt dance
10N1an5e2CqmvHd2aGOENW,0.52,0.847,-4.222,0.0741,0.00201,1.41e-06,0.325,0.612,120.255,2,1,4,alt dance
6Xglz5zwQJ0DjU4BZpMArw,0.623,0.925,-4.615,0.0545,0.0399,0.0,0.866,0.599,119.969,0,1,4,alt dance
6zQq3TrWnilO8SR1fgvTeD,0.605,0.849,-4.761,0.043,0.00212,0.000372,0.192,0.599,89.993,11,1,4,alt dance
5XijWLBY0vwl5MPUpQA2Ha,0.507,0.553,-7.62,0.046,0.126,0.000175,0.087,0.181,130.072,9,1,4,alt dance
15IWqq4MaJ09ZQZgzcbn4p,0.241,0.367,-9.814,0.042,0.804,8.98e-05,0.0836,0.156,81.561,7,1,4,alt dance
4bk6v5SBxNoVsbOvdOvUAJ,0.553,0.787,-7.827,0.0931,0.149,3.25e-05,0.102,0.298,139.841,7,1,4,alt dance
6XXgPMayENMDQ9i3WIDEZY,0.631,0.853,-5.925,0.0565,0.00951,0.0,0.0713,0.405,103.985,0,1,4,alt dance
1OIQJBBqqYBSc7K0gTfsFz,0.658,0.873,-4.873,0.0504,0.0253,0.0,0.132,0.891,139.934,9,1,4,alt dance
0pcNHSPIaixxTrvRbJSar3,0.357,0.97,-5.332,0.0959,0.00138,5.98e-06,0.395,0.467,183.027,7,1,4,alt dance
4kAgnAL4WKx7YqnlL2fvMh,0.362,0.979,-2.581,0.161,0.000378,0.0151,0.231,0.383,125.087,3,0,4,alt dance
55N0YHhO55Q1lWsc4dDPcI,0.561,0.485,-8.343,0.0362,0.289,0.00164,0.194,0.0663,118.017,1,0,4,alt dance
2MvvoeRt8NcOXWESkxWn3g,0.511,0.472,-9.277,0.091,0.534,0.614,0.11,0.0399,127.978,4,1,4,alt dance
0tjfognbowyFM3RHTdxjPK,0.292,0.678,-5.595,0.0724,0.192,0.0,0.146,0.365,87.436,10,1,4,alt dance
72mvdKU4Lw2737idPLKTjh,0.591,0.402,-5.847,0.0337,0.192,0.0,0.148,0.0678,125.015,1,0,4,alt dance
6rpBImkuYP0fhtJ0bVHmvV,0.614,0.496,-6.948,0.0291,0.354,5.69e-05,0.0403,0.549,90.008,7,1,3,alt dance
31q2AsxMNpxHNENkWKG1j0,0.536,0.847,-4.078,0.0248,0.111,0.0,0.211,0.624,162.0,2,1,4,alt dance
3dXjAh7UEuCJnLIeFKNkxd,0.559,0.784,-7.051,0.0428,0.0138,0.0,0.0619,0.867,160.017,7,1,4,alt dance
1KDYN3odJHnj9pqGHN3FVs,0.488,0.909,-6.591,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,10,1,4,alt rock
6gSKswfcoWvaadqvuMF3Y7,0.529,0.83,-5.428,0.0397,0.0211,0.0,0.0983,0.318,93.933,6,1,4,alt dance
3e0yTP5trHBBVvV32jwXqF,0.472,0.844,-6.578,0.054,0.00173,0.0,0.24,0.34,140.034,10,1,4,alt dance
5Fli1xRi01bvCjsZvKWro0,0.632,0.908,-3.511,0.0458,0.00762,0.000172,0.167,0.764,110.024,8,1,4,alt dance
